name,language,integration,technology,tags,threat_names
Exchange Mailbox Export via PowerShell,kuery,windows,rules/windows,"Domain: Endpoint,OS: Windows,Use Case: Threat Detection,Tactic: Collection,Resources: Investigation Guide,Data Source: PowerShell Logs",Collection
PowerShell Suspicious Script with Audio Capture Capabilities,kuery,windows,rules/windows,"Domain: Endpoint,OS: Windows,Use Case: Threat Detection,Tactic: Collection,Resources: Investigation Guide,Data Source: PowerShell Logs",Collection; Execution
PowerShell Suspicious Script with Clipboard Retrieval Capabilities,kuery,windows,rules/windows,"Domain: Endpoint,OS: Windows,Use Case: Threat Detection,Tactic: Collection,Data Source: PowerShell Logs,Resources: Investigation Guide",Collection; Execution
PowerShell Keylogging Script,kuery,windows,rules/windows,"Domain: Endpoint,OS: Windows,Use Case: Threat Detection,Tactic: Collection,Resources: Investigation Guide,Data Source: PowerShell Logs",Collection; Execution
PowerShell Mailbox Collection Script,kuery,windows,rules/windows,"Domain: Endpoint,OS: Windows,Use Case: Threat Detection,Tactic: Collection,Data Source: PowerShell Logs,Resources: Investigation Guide",Collection; Execution
PowerShell Suspicious Script with Screenshot Capabilities,kuery,windows,rules/windows,"Domain: Endpoint,OS: Windows,Use Case: Threat Detection,Tactic: Collection,Resources: Investigation Guide,Data Source: PowerShell Logs",Collection; Execution
PowerShell Script with Webcam Video Capture Capabilities,kuery,windows,rules/windows,"Domain: Endpoint,OS: Windows,Use Case: Threat Detection,Tactic: Collection,Data Source: PowerShell Logs",Collection; Execution
Encrypting Files with WinRar or 7z,eql,"endpoint,windows,m365_defender,sentinel_one_cloud_funnel",rules/windows,"Domain: Endpoint,OS: Windows,Use Case: Threat Detection,Tactic: Collection,Resources: Investigation Guide,Data Source: Elastic Endgame,Data Source: Elastic Defend,Data Source: Sysmon,Data Source: Microsoft Defender for Endpoint,Data Source: SentinelOne",Collection
Potential File Transfer via Certreq,eql,"endpoint,windows,system,m365_defender,sentinel_one_cloud_funnel,crowdstrike",rules/windows,"Domain: Endpoint,OS: Windows,Use Case: Threat Detection,Tactic: Defense Evasion,Tactic: Command and Control,Tactic: Exfiltration,Data Source: Elastic Endgame,Data Source: Elastic Defend,Data Source: System,Data Source: Microsoft Defender for Endpoint,Data Source: Sysmon,Data Source: SentinelOne,Data Source: Crowdstrike",Command and Control; Defense Evasion; Exfiltration
Connection to Commonly Abused Web Services,eql,endpoint,rules/windows,"Domain: Endpoint,OS: Windows,Use Case: Threat Detection,Tactic: Command and Control,Resources: Investigation Guide,Data Source: Elastic Defend",Command and Control; Exfiltration
Potential DNS Tunneling via NsLookup,eql,"endpoint,windows,system,m365_defender,sentinel_one_cloud_funnel",rules/windows,"Domain: Endpoint,OS: Windows,Use Case: Threat Detection,Tactic: Command and Control,Resources: Investigation Guide,Data Source: Elastic Endgame,Data Source: Elastic Defend,Data Source: System,Data Source: Microsoft Defender for Endpoint,Data Source: SentinelOne,Data Source: Sysmon",Command and Control
Connection to Commonly Abused Free SSL Certificate Providers,eql,"endpoint,windows",rules/windows,"Domain: Endpoint,OS: Windows,Use Case: Threat Detection,Tactic: Command and Control,Data Source: Elastic Defend,Data Source: Sysmon",Command and Control
Potential File Download via a Headless Browser,eql,"endpoint,windows,system,m365_defender,sentinel_one_cloud_funnel,crowdstrike",rules/windows,"Domain: Endpoint,OS: Windows,Use Case: Threat Detection,Tactic: Command and Control,Resources: Investigation Guide,Data Source: Windows,Data Source: Elastic Endgame,Data Source: Elastic Defend,Data Source: System,Data Source: Microsoft Defender for Endpoint,Data Source: SentinelOne,Data Source: Sysmon,Data Source: Crowdstrike",Command and Control
Potential Command and Control via Internet Explorer,eql,endpoint,rules/windows,"Domain: Endpoint,OS: Windows,Use Case: Threat Detection,Tactic: Command and Control,Data Source: Elastic Defend",Command and Control; Execution
Ingress Transfer via Windows BITS,eql,endpoint,rules/windows,"Domain: Endpoint,OS: Windows,Use Case: Threat Detection,Tactic: Defense Evasion,Tactic: Command and Control,Data Source: Elastic Defend",Command and Control; Defense Evasion
First Time Seen Commonly Abused Remote Access Tool Execution,kuery,"endpoint,windows,system",rules/windows,"Domain: Endpoint,OS: Windows,Use Case: Threat Detection,Tactic: Command and Control,Resources: Investigation Guide,Data Source: Elastic Defend,Data Source: Elastic Endgame,Data Source: System",Command and Control
Outlook Home Page Registry Modification,eql,"endpoint,windows,m365_defender,sentinel_one_cloud_funnel",rules/windows,"Domain: Endpoint,OS: Windows,Use Case: Threat Detection,Tactic: Command and Control,Tactic: Persistence,Data Source: Elastic Endgame,Data Source: Elastic Defend,Data Source: Sysmon,Data Source: Microsoft Defender for Endpoint,Data Source: SentinelOne",Command and Control; Persistence
Port Forwarding Rule Addition,eql,"endpoint,windows,sentinel_one_cloud_funnel,m365_defender",rules/windows,"Domain: Endpoint,OS: Windows,Use Case: Threat Detection,Tactic: Command and Control,Tactic: Defense Evasion,Resources: Investigation Guide,Data Source: Elastic Endgame,Data Source: Elastic Defend,Data Source: Sysmon,Data Source: SentinelOne,Data Source: Microsoft Defender for Endpoint",Command and Control; Defense Evasion
Potential Remote Desktop Tunneling Detected,eql,"endpoint,windows,sentinel_one_cloud_funnel,m365_defender,system,crowdstrike",rules/windows,"Domain: Endpoint,OS: Windows,Use Case: Threat Detection,Tactic: Command and Control,Tactic: Lateral Movement,Resources: Investigation Guide,Data Source: Elastic Endgame,Data Source: Elastic Defend,Data Source: SentinelOne,Data Source: Microsoft Defender for Endpoint,Data Source: System,Data Source: Crowdstrike",Command and Control; Lateral Movement
Remote File Download via Desktopimgdownldr Utility,eql,"endpoint,windows,system,m365_defender,sentinel_one_cloud_funnel,crowdstrike",rules/windows,"Domain: Endpoint,OS: Windows,Use Case: Threat Detection,Tactic: Command and Control,Resources: Investigation Guide,Data Source: Elastic Endgame,Data Source: Elastic Defend,Data Source: System,Data Source: Microsoft Defender for Endpoint,Data Source: SentinelOne,Data Source: Sysmon,Data Source: Crowdstrike",Command and Control
Remote File Download via MpCmdRun,eql,"endpoint,windows,system,m365_defender,sentinel_one_cloud_funnel,crowdstrike",rules/windows,"Domain: Endpoint,OS: Windows,Use Case: Threat Detection,Tactic: Command and Control,Resources: Investigation Guide,Data Source: Elastic Endgame,Data Source: Elastic Defend,Data Source: System,Data Source: Microsoft Defender for Endpoint,Data Source: Sysmon,Data Source: SentinelOne,Data Source: Crowdstrike",Command and Control
Remote File Download via PowerShell,eql,endpoint,rules/windows,"Domain: Endpoint,OS: Windows,Use Case: Threat Detection,Tactic: Command and Control,Resources: Investigation Guide,Data Source: Elastic Defend",Command and Control; Execution
Remote File Download via Script Interpreter,eql,"endpoint,windows",rules/windows,"Domain: Endpoint,OS: Windows,Use Case: Threat Detection,Tactic: Command and Control,Tactic: Execution,Resources: Investigation Guide,Data Source: Elastic Defend,Data Source: Sysmon",Command and Control; Execution
Suspicious ScreenConnect Client Child Process,eql,"endpoint,windows,sentinel_one_cloud_funnel,m365_defender,system,crowdstrike",rules/windows,"Domain: Endpoint,OS: Windows,Use Case: Threat Detection,Tactic: Command and Control,Resources: Investigation Guide,Data Source: Elastic Endgame,Data Source: Elastic Defend,Data Source: Sysmon,Data Source: SentinelOne,Data Source: Microsoft Defender for Endpoint,Data Source: System,Data Source: Crowdstrike",Command and Control
SUNBURST Command and Control Activity,eql,endpoint,rules/windows,"Domain: Endpoint,OS: Windows,Use Case: Threat Detection,Tactic: Command and Control,Resources: Investigation Guide,Data Source: Elastic Defend",Command and Control; Initial Access
Remote File Copy via TeamViewer,eql,"endpoint,sentinel_one_cloud_funnel",rules/windows,"Domain: Endpoint,OS: Windows,Use Case: Threat Detection,Tactic: Command and Control,Resources: Investigation Guide,Data Source: Elastic Defend,Data Source: SentinelOne",Command and Control
Attempt to Establish VScode Remote Tunnel,eql,"endpoint,windows,sentinel_one_cloud_funnel,m365_defender,system,crowdstrike",rules/windows,"Domain: Endpoint,OS: Windows,Use Case: Threat Detection,Tactic: Command and Control,Data Source: Elastic Endgame,Data Source: Elastic Defend,Data Source: Sysmon,Data Source: SentinelOne,Data Source: Microsoft Defender for Endpoint,Data Source: System,Data Source: Crowdstrike",Command and Control
Potential ADIDNS Poisoning via Wildcard Record Creation,eql,"system,windows",rules/windows,"Domain: Endpoint,OS: Windows,Use Case: Threat Detection,Tactic: Credential Access,Data Source: Active Directory,Use Case: Active Directory Monitoring,Data Source: System",Credential Access
Potential WPAD Spoofing via DNS Record Creation,eql,"system,windows",rules/windows,"Domain: Endpoint,OS: Windows,Use Case: Threat Detection,Tactic: Credential Access,Data Source: Active Directory,Use Case: Active Directory Monitoring,Data Source: System",Credential Access
Privileged Account Brute Force,eql,"system,windows",rules/windows,"Domain: Endpoint,OS: Windows,Use Case: Threat Detection,Tactic: Credential Access,Resources: Investigation Guide,Data Source: System",Credential Access
Multiple Logon Failure Followed by Logon Success,eql,"system,windows",rules/windows,"Domain: Endpoint,OS: Windows,Use Case: Threat Detection,Tactic: Credential Access,Resources: Investigation Guide,Data Source: System",Credential Access
Multiple Logon Failure from the same Source Address,eql,"system,windows",rules/windows,"Domain: Endpoint,OS: Windows,Use Case: Threat Detection,Tactic: Credential Access,Resources: Investigation Guide,Data Source: System",Credential Access
Potential Credential Access via Windows Utilities,eql,"endpoint,windows,m365_defender,sentinel_one_cloud_funnel,system",rules/windows,"Domain: Endpoint,OS: Windows,Use Case: Threat Detection,Tactic: Credential Access,Tactic: Defense Evasion,Resources: Investigation Guide,Data Source: Elastic Endgame,Data Source: Elastic Defend,Data Source: System,Data Source: Microsoft Defender for Endpoint,Data Source: SentinelOne,Data Source: Sysmon",Credential Access; Defense Evasion
NTDS or SAM Database File Copied,eql,"endpoint,windows,system,m365_defender,sentinel_one_cloud_funnel,crowdstrike",rules/windows,"Domain: Endpoint,OS: Windows,Use Case: Threat Detection,Tactic: Credential Access,Data Source: Elastic Endgame,Data Source: Elastic Defend,Data Source: System,Data Source: Microsoft Defender for Endpoint,Data Source: SentinelOne,Data Source: Sysmon,Data Source: Crowdstrike",Credential Access
Potential Credential Access via Trusted Developer Utility,eql,"endpoint,windows",rules/windows,"Domain: Endpoint,OS: Windows,Use Case: Threat Detection,Tactic: Credential Access,Tactic: Defense Evasion,Resources: Investigation Guide,Data Source: Elastic Defend,Data Source: Sysmon",Credential Access; Defense Evasion
FirstTime Seen Account Performing DCSync,kuery,"windows,system",rules/windows,"Domain: Endpoint,OS: Windows,Use Case: Threat Detection,Tactic: Credential Access,Tactic: Privilege Escalation,Use Case: Active Directory Monitoring,Data Source: Active Directory,Resources: Investigation Guide,Data Source: System",Credential Access; Privilege Escalation
Potential Credential Access via DCSync,eql,"system,windows",rules/windows,"Domain: Endpoint,OS: Windows,Use Case: Threat Detection,Tactic: Credential Access,Tactic: Privilege Escalation,Data Source: Active Directory,Resources: Investigation Guide,Use Case: Active Directory Monitoring,Data Source: System",Credential Access; Privilege Escalation
Potential Active Directory Replication Account Backdoor,kuery,"system,windows",rules/windows,"Domain: Endpoint,OS: Windows,Use Case: Threat Detection,Tactic: Credential Access,Data Source: Active Directory,Use Case: Active Directory Monitoring,Data Source: System",Credential Access
Creation of a DNS-Named Record,eql,"system,windows",rules/windows,"Domain: Endpoint,OS: Windows,Use Case: Threat Detection,Tactic: Credential Access,Data Source: Active Directory,Use Case: Active Directory Monitoring,Data Source: System",Credential Access
Potential Relay Attack against a Domain Controller,eql,"system,windows",rules/windows,"Domain: Endpoint,OS: Windows,Use Case: Threat Detection,Tactic: Credential Access,Data Source: Elastic Defend,Data Source: Active Directory,Use Case: Active Directory Monitoring,Data Source: System",Credential Access
Creation or Modification of Domain Backup DPAPI private key,eql,"endpoint,windows,sentinel_one_cloud_funnel,m365_defender,crowdstrike",rules/windows,"Domain: Endpoint,OS: Windows,Use Case: Threat Detection,Tactic: Credential Access,Data Source: Elastic Endgame,Data Source: Elastic Defend,Data Source: Sysmon,Data Source: SentinelOne,Data Source: Microsoft Defender for Endpoint,Data Source: Crowdstrike",Credential Access
Credential Acquisition via Registry Hive Dumping,eql,"endpoint,windows,system,m365_defender,sentinel_one_cloud_funnel,crowdstrike",rules/windows,"Domain: Endpoint,OS: Windows,Use Case: Threat Detection,Tactic: Credential Access,Resources: Investigation Guide,Data Source: Elastic Endgame,Data Source: Elastic Defend,Data Source: System,Data Source: Microsoft Defender for Endpoint,Data Source: SentinelOne,Data Source: Sysmon,Data Source: Crowdstrike",Credential Access
Full User-Mode Dumps Enabled System-Wide,eql,"endpoint,windows,m365_defender",rules/windows,"Domain: Endpoint,OS: Windows,Use Case: Threat Detection,Tactic: Credential Access,Data Source: Elastic Defend,Data Source: Elastic Endgame,Data Source: Sysmon,Data Source: Microsoft Defender for Endpoint",Credential Access; Defense Evasion
Microsoft IIS Connection Strings Decryption,eql,"endpoint,windows,system,m365_defender,sentinel_one_cloud_funnel,crowdstrike",rules/windows,"Domain: Endpoint,OS: Windows,Use Case: Threat Detection,Tactic: Credential Access,Data Source: Elastic Endgame,Data Source: Elastic Defend,Data Source: System,Data Source: Microsoft Defender for Endpoint,Data Source: Sysmon,Data Source: SentinelOne,Data Source: Crowdstrike",Credential Access
Untrusted DLL Loaded by Azure AD Sync Service,eql,"endpoint,windows",rules/windows,"Domain: Endpoint,OS: Windows,Use Case: Threat Detection,Tactic: Credential Access,Data Source: Elastic Defend,Data Source: Sysmon",Credential Access
Kerberos Traffic from Unusual Process,eql,"endpoint,sentinel_one_cloud_funnel",rules/windows,"Domain: Endpoint,OS: Windows,Use Case: Threat Detection,Tactic: Credential Access,Resources: Investigation Guide,Data Source: Elastic Defend,Data Source: SentinelOne",Credential Access
Kirbi File Creation,eql,"endpoint,windows,sentinel_one_cloud_funnel,m365_defender,crowdstrike",rules/windows,"Domain: Endpoint,OS: Windows,Use Case: Threat Detection,Tactic: Credential Access,Data Source: Elastic Defend,Data Source: Sysmon,Data Source: SentinelOne,Data Source: Microsoft Defender for Endpoint,Data Source: Elastic Endgame,Data Source: Crowdstrike",Credential Access
Access to a Sensitive LDAP Attribute,eql,"system,windows",rules/windows,"Domain: Endpoint,OS: Windows,Use Case: Threat Detection,Tactic: Credential Access,Tactic: Privilege Escalation,Use Case: Active Directory Monitoring,Data Source: Active Directory,Data Source: System",Credential Access; Privilege Escalation
Suspicious LSASS Access via MalSecLogon,eql,windows,rules/windows,"Domain: Endpoint,OS: Windows,Use Case: Threat Detection,Tactic: Credential Access,Data Source: Sysmon",Credential Access
Suspicious Module Loaded by LSASS,eql,endpoint,rules/windows,"Domain: Endpoint,OS: Windows,Use Case: Threat Detection,Tactic: Credential Access,Data Source: Elastic Defend,Data Source: Elastic Endgame",Credential Access
LSASS Memory Dump Creation,eql,"endpoint,windows,m365_defender,sentinel_one_cloud_funnel",rules/windows,"Domain: Endpoint,OS: Windows,Use Case: Threat Detection,Tactic: Credential Access,Data Source: Elastic Endgame,Resources: Investigation Guide,Data Source: Elastic Defend,Data Source: Sysmon,Data Source: Microsoft Defender for Endpoint,Data Source: SentinelOne",Credential Access
LSASS Memory Dump Handle Access,eql,"system,windows",rules/windows,"Domain: Endpoint,OS: Windows,Use Case: Threat Detection,Tactic: Credential Access,Resources: Investigation Guide,Data Source: System",Credential Access
LSASS Process Access via Windows API,eql,"endpoint,m365_defender",rules/windows,"Domain: Endpoint,OS: Windows,Use Case: Threat Detection,Tactic: Credential Access,Tactic: Execution,Data Source: Elastic Defend,Data Source: Microsoft Defender for Endpoint",Credential Access; Execution
Mimikatz Memssp Log File Detected,eql,"endpoint,windows,sentinel_one_cloud_funnel,m365_defender",rules/windows,"Domain: Endpoint,OS: Windows,Use Case: Threat Detection,Tactic: Credential Access,Resources: Investigation Guide,Data Source: Elastic Endgame,Data Source: Elastic Defend,Data Source: Sysmon,Data Source: SentinelOne,Data Source: Microsoft Defender for Endpoint",Credential Access
Potential Invoke-Mimikatz PowerShell Script,kuery,windows,rules/windows,"Domain: Endpoint,OS: Windows,Use Case: Threat Detection,Tactic: Credential Access,Resources: Investigation Guide,Data Source: PowerShell Logs",Credential Access
Modification of WDigest Security Provider,eql,"endpoint,windows,m365_defender",rules/windows,"Domain: Endpoint,OS: Windows,Use Case: Threat Detection,Tactic: Credential Access,Resources: Investigation Guide,Data Source: Elastic Endgame,Data Source: Elastic Defend,Data Source: Sysmon,Data Source: Microsoft Defender for Endpoint",Credential Access
Windows Registry File Creation in SMB Share,eql,endpoint,rules/windows,"Domain: Endpoint,OS: Windows,Use Case: Threat Detection,Tactic: Lateral Movement,Tactic: Credential Access,Resources: Investigation Guide,Data Source: Elastic Defend",Credential Access; Lateral Movement
Network Logon Provider Registry Modification,eql,"endpoint,m365_defender,windows",rules/windows,"Domain: Endpoint,OS: Windows,Use Case: Threat Detection,Tactic: Persistence,Tactic: Credential Access,Data Source: Elastic Endgame,Data Source: Elastic Defend,Data Source: Sysmon,Data Source: Microsoft Defender for Endpoint",Credential Access; Persistence
PowerShell Invoke-NinjaCopy script,kuery,windows,rules/windows,"Domain: Endpoint,OS: Windows,Use Case: Threat Detection,Tactic: Credential Access,Data Source: PowerShell Logs,Resources: Investigation Guide",Credential Access; Execution; Defense Evasion
PowerShell Kerberos Ticket Dump,kuery,windows,rules/windows,"Domain: Endpoint,OS: Windows,Use Case: Threat Detection,Tactic: Credential Access,Data Source: PowerShell Logs",Credential Access; Execution
PowerShell MiniDump Script,kuery,windows,rules/windows,"Domain: Endpoint,OS: Windows,Use Case: Threat Detection,Tactic: Credential Access,Resources: Investigation Guide,Data Source: PowerShell Logs",Credential Access; Execution
Potential PowerShell Pass-the-Hash/Relay Script,kuery,windows,rules/windows,"Domain: Endpoint,OS: Windows,Use Case: Threat Detection,Tactic: Credential Access,Resources: Investigation Guide,Data Source: PowerShell Logs",Credential Access; Execution; Lateral Movement
PowerShell Kerberos Ticket Request,kuery,windows,rules/windows,"Domain: Endpoint,OS: Windows,Use Case: Threat Detection,Tactic: Credential Access,Resources: Investigation Guide,Data Source: PowerShell Logs",Credential Access; Execution
PowerShell Script with Veeam Credential Access Capabilities,kuery,windows,rules/windows,"Domain: Endpoint,OS: Windows,Use Case: Threat Detection,Tactic: Credential Access,Data Source: PowerShell Logs",Credential Access; Execution
Potential Credential Access via DuplicateHandle in LSASS,eql,windows,rules/windows,"Domain: Endpoint,OS: Windows,Use Case: Threat Detection,Tactic: Credential Access,Data Source: Sysmon",Credential Access
Sensitive Registry Hive Access via RegBack,eql,endpoint,rules/windows,"Domain: Endpoint,OS: Windows,Use Case: Threat Detection,Tactic: Credential Access,Resources: Investigation Guide,Data Source: Elastic Defend",Credential Access
Potential Local NTLM Relay via HTTP,eql,"endpoint,windows,system,m365_defender,sentinel_one_cloud_funnel,crowdstrike",rules/windows,"Domain: Endpoint,OS: Windows,Use Case: Threat Detection,Tactic: Credential Access,Tactic: Defense Evasion,Data Source: Elastic Endgame,Data Source: Elastic Defend,Data Source: System,Data Source: Microsoft Defender for Endpoint,Data Source: Sysmon,Data Source: SentinelOne,Data Source: Crowdstrike",Credential Access; Defense Evasion
Potential Remote Credential Access via Registry,eql,endpoint,rules/windows,"Domain: Endpoint,OS: Windows,Use Case: Threat Detection,Tactic: Lateral Movement,Tactic: Credential Access,Resources: Investigation Guide,Data Source: Elastic Defend",Credential Access; Lateral Movement
Searching for Saved Credentials via VaultCmd,eql,"endpoint,windows,m365_defender,sentinel_one_cloud_funnel,system,crowdstrike",rules/windows,"Domain: Endpoint,OS: Windows,Use Case: Threat Detection,Tactic: Credential Access,Data Source: Elastic Endgame,Data Source: Elastic Defend,Data Source: System,Data Source: Microsoft Defender for Endpoint,Data Source: Sysmon,Data Source: SentinelOne,Data Source: Crowdstrike",Credential Access
Multiple Vault Web Credentials Read,eql,"system,windows",rules/windows,"Domain: Endpoint,OS: Windows,Use Case: Threat Detection,Tactic: Credential Access,Data Source: System",Credential Access
Sensitive Privilege SeEnableDelegationPrivilege assigned to a User,kuery,"system,windows",rules/windows,"Domain: Endpoint,OS: Windows,Use Case: Threat Detection,Tactic: Credential Access,Tactic: Persistence,Data Source: Active Directory,Resources: Investigation Guide,Use Case: Active Directory Monitoring,Data Source: System",Credential Access; Persistence
Potential Shadow Credentials added to AD Object,kuery,"system,windows",rules/windows,"Domain: Endpoint,OS: Windows,Use Case: Threat Detection,Tactic: Credential Access,Data Source: Active Directory,Resources: Investigation Guide,Use Case: Active Directory Monitoring,Data Source: System",Credential Access
User account exposed to Kerberoasting,kuery,"system,windows",rules/windows,"Domain: Endpoint,OS: Windows,Use Case: Threat Detection,Tactic: Credential Access,Data Source: Active Directory,Resources: Investigation Guide,Use Case: Active Directory Monitoring,Data Source: System",Credential Access
Potential Credential Access via Renamed COM+ Services DLL,eql,windows,rules/windows,"Domain: Endpoint,OS: Windows,Use Case: Threat Detection,Tactic: Credential Access,Tactic: Defense Evasion,Data Source: Sysmon",Credential Access; Defense Evasion
Suspicious Lsass Process Access,eql,windows,rules/windows,"Domain: Endpoint,OS: Windows,Use Case: Threat Detection,Tactic: Credential Access,Data Source: Sysmon",Credential Access
Potential Credential Access via LSASS Memory Dump,eql,windows,rules/windows,"Domain: Endpoint,OS: Windows,Use Case: Threat Detection,Tactic: Credential Access,Tactic:Execution,Data Source: Sysmon",Credential Access; Execution
Potential LSASS Memory Dump via PssCaptureSnapShot,kuery,windows,rules/windows,"Domain: Endpoint,OS: Windows,Use Case: Threat Detection,Tactic: Credential Access,Data Source: Sysmon",Credential Access
Suspicious Remote Registry Access via SeBackupPrivilege,eql,"system,windows",rules/windows,"Domain: Endpoint,OS: Windows,Use Case: Threat Detection,Tactic: Lateral Movement,Tactic: Credential Access,Resources: Investigation Guide,Use Case: Active Directory Monitoring,Data Source: Active Directory,Data Source: System",Credential Access; Lateral Movement
Symbolic Link to Shadow Copy Created,eql,"endpoint,windows,system,m365_defender,sentinel_one_cloud_funnel,crowdstrike",rules/windows,"Domain: Endpoint,OS: Windows,Use Case: Threat Detection,Tactic: Credential Access,Resources: Investigation Guide,Data Source: Elastic Endgame,Data Source: Elastic Defend,Data Source: System,Data Source: Microsoft Defender for Endpoint,Data Source: Sysmon,Data Source: SentinelOne,Data Source: Crowdstrike",Credential Access
Veeam Backup Library Loaded by Unusual Process,eql,endpoint,rules/windows,"Domain: Endpoint,OS: Windows,Use Case: Threat Detection,Tactic: Credential Access,Data Source: Elastic Defend",Credential Access; Execution
Potential Veeam Credential Access Command,eql,"windows,endpoint,system,m365_defender,sentinel_one_cloud_funnel,crowdstrike",rules/windows,"Domain: Endpoint,OS: Windows,Use Case: Threat Detection,Tactic: Defense Evasion,Tactic: Credential Access,Data Source: Elastic Endgame,Data Source: Elastic Defend,Data Source: System,Data Source: Microsoft Defender for Endpoint,Data Source: Sysmon,Data Source: SentinelOne,Data Source: Crowdstrike",Credential Access; Execution
Potential LSASS Clone Creation via PssCaptureSnapShot,eql,"windows,system",rules/windows,"Domain: Endpoint,OS: Windows,Use Case: Threat Detection,Tactic: Credential Access,Data Source: Sysmon,Data Source: System",Credential Access
NTDS Dump via Wbadmin,eql,"windows,endpoint,system,m365_defender,sentinel_one_cloud_funnel,crowdstrike",rules/windows,"Domain: Endpoint,OS: Windows,Use Case: Threat Detection,Tactic: Credential Access,Data Source: Elastic Endgame,Data Source: Elastic Defend,Data Source: System,Data Source: Microsoft Defender for Endpoint,Data Source: Sysmon,Data Source: SentinelOne,Data Source: Crowdstrike",Credential Access; Defense Evasion
Wireless Credential Dumping using Netsh Command,eql,"endpoint,system,windows,m365_defender,sentinel_one_cloud_funnel,crowdstrike",rules/windows,"Domain: Endpoint,OS: Windows,Use Case: Threat Detection,Tactic: Credential Access,Tactic: Discovery,Data Source: Elastic Endgame,Resources: Investigation Guide,Data Source: Elastic Defend,Data Source: System,Data Source: Microsoft Defender for Endpoint,Data Source: Sysmon,Data Source: SentinelOne,Data Source: Crowdstrike",Credential Access; Discovery
Adding Hidden File Attribute via Attrib,eql,"endpoint,windows,system,m365_defender,sentinel_one_cloud_funnel,crowdstrike",rules/windows,"Domain: Endpoint,OS: Windows,Use Case: Threat Detection,Tactic: Defense Evasion,Tactic: Persistence,Data Source: Elastic Endgame,Resources: Investigation Guide,Data Source: Elastic Defend,Data Source: System,Data Source: Microsoft Defender for Endpoint,Data Source: Sysmon,Data Source: SentinelOne,Data Source: Crowdstrike",Defense Evasion; Persistence
Modification of AmsiEnable Registry Key,eql,"endpoint,windows,m365_defender,sentinel_one_cloud_funnel",rules/windows,"Domain: Endpoint,OS: Windows,Use Case: Threat Detection,Tactic: Defense Evasion,Resources: Investigation Guide,Data Source: Elastic Endgame,Data Source: Elastic Defend,Data Source: Sysmon,Data Source: Microsoft Defender for Endpoint,Data Source: SentinelOne",Defense Evasion
Suspicious Antimalware Scan Interface DLL,eql,"windows,endpoint,sentinel_one_cloud_funnel,m365_defender",rules/windows,"Domain: Endpoint,OS: Windows,Use Case: Threat Detection,Tactic: Defense Evasion,Data Source: Elastic Endgame,Resources: Investigation Guide,Data Source: Elastic Defend,Data Source: Sysmon,Data Source: SentinelOne,Data Source: Microsoft Defender for Endpoint",Defense Evasion
Clearing Windows Console History,eql,"endpoint,windows,system,m365_defender,sentinel_one_cloud_funnel,crowdstrike",rules/windows,"Domain: Endpoint,OS: Windows,Use Case: Threat Detection,Tactic: Defense Evasion,Tactic: Execution,Resources: Investigation Guide,Data Source: Elastic Endgame,Data Source: Elastic Defend,Data Source: System,Data Source: Microsoft Defender for Endpoint,Data Source: Sysmon,Data Source: SentinelOne,Data Source: Crowdstrike",Defense Evasion; Execution
Clearing Windows Event Logs,eql,"endpoint,windows,system,m365_defender,sentinel_one_cloud_funnel,crowdstrike",rules/windows,"Domain: Endpoint,OS: Windows,Use Case: Threat Detection,Tactic: Defense Evasion,Resources: Investigation Guide,Data Source: Elastic Endgame,Data Source: Elastic Defend,Data Source: System,Data Source: Microsoft Defender for Endpoint,Data Source: Sysmon,Data Source: SentinelOne,Data Source: Crowdstrike",Defense Evasion
Windows Event Logs Cleared,kuery,"system,windows",rules/windows,"Domain: Endpoint,OS: Windows,Use Case: Threat Detection,Tactic: Defense Evasion,Resources: Investigation Guide,Data Source: System",Defense Evasion
Code Signing Policy Modification Through Built-in tools,eql,"endpoint,windows,system,m365_defender,sentinel_one_cloud_funnel,crowdstrike",rules/windows,"Domain: Endpoint,OS: Windows,Use Case: Threat Detection,Tactic: Defense Evasion,Data Source: Elastic Endgame,Resources: Investigation Guide,Data Source: Elastic Defend,Data Source: System,Data Source: Microsoft Defender for Endpoint,Data Source: Sysmon,Data Source: SentinelOne,Data Source: Crowdstrike",Defense Evasion
Code Signing Policy Modification Through Registry,eql,"endpoint,windows,m365_defender,sentinel_one_cloud_funnel",rules/windows,"Domain: Endpoint,OS: Windows,Use Case: Threat Detection,Tactic: Defense Evasion,Data Source: Elastic Endgame,Resources: Investigation Guide,Data Source: Elastic Defend,Data Source: Sysmon,Data Source: Microsoft Defender for Endpoint,Data Source: SentinelOne",Defense Evasion
Creation or Modification of Root Certificate,eql,"endpoint,windows,m365_defender,sentinel_one_cloud_funnel",rules/windows,"Domain: Endpoint,OS: Windows,Use Case: Threat Detection,Tactic: Defense Evasion,Resources: Investigation Guide,Data Source: Elastic Endgame,Data Source: Elastic Defend,Data Source: Sysmon,Data Source: Microsoft Defender for Endpoint,Data Source: SentinelOne",Defense Evasion
Windows CryptoAPI Spoofing Vulnerability (CVE-2020-0601 - CurveBall),kuery,"windows,system",rules/windows,"Domain: Endpoint,OS: Windows,Use Case: Threat Detection,Tactic: Defense Evasion,Use Case: Vulnerability,Data Source: System",Defense Evasion
